address,latitude,longitude,Bank,city,province
CERIAMART DUTA GARDENIA RUKO DUTA GARDENIA BLOK B NO 12-13 TANGERANG,-6.1451,106.6784,BCA,,
"COURT MEGASTORE KOTA HARAPAN INDAH CRM 1 KOTA HARAPAN INDAH, JL BOULEVARD RAYA KAV 9, MEDANSATRIA, BEKASI",-6.186087,106.974446,BCA,,
"ALFAMART KAMPUNG DUA BEKASI CRM 1 KAMPUNG DUA CIKUNIR RT 2/15, JAKASAMPURNA, BEKASI",-6.2507,106.96266,BCA,,
"ALFAMIDI KALISARI CRM 1 JL KALISARI RAYA NO 19 RT 3/2, KALISARI, PASAR REB",-6.3398,106.8566,BCA,,
ALFAMART ARIA PUTRA KEDAUNG CRM 1 JL ARIA PUTRA NO 90 KEDAUNG TANGSEL,-6.315745,106.735055,BCA,,
"GRAMEDIA WORLD HARAPAN INDAH BEKASI JL HARAPAN INDAH BOULEVARD KAV 22, MEDAN SATRIA, MEDAN SATRIA, BEKASI",-6.1768,106.974,BCA,,
"LIVING PLAZA KOTA HARAPAN INDAH BEKASI CRM 1 JL HARAPAN INDAH COMMERCIAL PARK, MEDAN SATRIA, BEKASI",-6.184162,106.974579,BCA,,
INDOMARET RIAU JOMBANG TANGSEL CRM JL RAYA JOMBANG BLOK C II NO108 RT008 RW004 PONDOK,-6.294,106.7102,BCA,,
"DUTA GARDENIA CRM 1 DUTA GARDENIA BLOK B2 & B3, JL DUTA GARDENIA",-6.1453178,106.6779063,BCA,,
"DUTA GARDENIA CRM 2 DUTA GARDENIA BLOK B2 & B3, JL DUTA GARDENIA",-6.1453178,106.6779063,BCA,,
"DUTA GARDENIA CRM 3 DUTA GARDENIA BLOK B2 & B3, JL DUTA GARDENIA",-6.1453178,106.6779063,BCA,,
"DUTA GARDENIA CRM 4 DUTA GARDENIA BLOK B2 & B3, JL DUTA GARDENIA",-6.1453178,106.6779063,BCA,,
INDOMARET MELIA WALK JL GRAHA RAYA RUKO MELIA WALK 26-27 TANGSEL,-6.2369,106.6775,BCA,,
INDOMARET SUDIMARA JL JOMBANG RAYA KAMP MASJID TANGERANG SELATAN,-6.298067,106.713782,BCA,,
ALFAMART JOMBANG BARU CRM 1 JL RAYA JOMBANG CIPUTAT TANGERANG SELATAN,-6.295859,106.711587,BCA,,
ALFAMART RUKO CIGANJUR EXPRESS JL M KHAFI I NO 90 CIGANJUR JAKARTA SELATAN,-6.343058,106.804362,BCA,,
ALFAMART MERPATI RAYA CRM 1 JL MERPATI RAYA SAWAH BARU TANGERANG SELATAN 15413,-6.303072,106.718693,BCA,,
ALFAMIDI RAYA JOMBANG II CRM 1 JL RAYA JOMBANG TANGERANG SELATAN,-6.2987175,106.7142212,BCA,,
"PT DAMAI PUTRA CRM 1 KOMPLEK SENTRA NIAGA BULEVAR HIJAU KAV 33-35, KEC MEDAN SATRIA, BEKASI",-6.1842342,106.9751627,BCA,,
"INDOMARET SULTAN AGUNG 92 BEKASI CRM 1 JL RAYA SULTAN AGUNG NO 92, RT 04/06, MEDAN SATRIA",-6.1986,106.9752,BCA,,
DAN DAN CIKUNIR CRM 1 JL RATNA TAMAN PERUM PERMATA CIKUNIR NO 1 BKS,-6.2722512,106.9524753,BCA,,
INDOMARET DUTA GARDENIA RUKO DUTA GARDENIA BLOK A-1 NO 12C TANGERANG,-6.1459,106.6771,BCA,,
"INDOMARET IRIGASI SIPON 23 JL IRIGASI SIPON TUGU KARYA,KEL CIPONDOH MAKMUR, CIPONDOH, TANGER ANG",-6.1858,106.6701,BCA,,
SUPERINDO JAKA SAMPURNA CRM JL PATRIOT RT 006 RW 03 JAKASAMPURNA BKS,-6.246148,106.96584,BCA,,
ALFAMIDI WARUNG SILA CRM JL RAYA KAFI II NO 33 KEC JAGAKARSA JAKSEL,-6.344699,106.815434,BCA,,
ALFAMART KOSTRAD ZENI JL SRENGSENG SAWAH JAGAKARSA JAKARTA SELATAN,-6.3448,106.8286,BCA,,
ALFAMIDI JOMBANG INDAH CRM 1 JL JOMBANG RAYA NO 88 TANGERANG SELATAN,-6.294206,106.708983,BCA,,
ALFAMART MELIA WALK GRAHA RAYA CRM 1 JL GRAHA RAYA MDA 20-21 TANGSEL,-6.238665,106.677023,BCA,,
"FLAVOR BLISS ALAM SUTERA CRM 1 JL ALAM SUTERA BOULEVARD, ALAM SUTERA, SERPONG, TA",-6.242697,106.651747,BCA,,
APARTEMEN MUTIARA BEKASI JL JEND A YANI NO 8 PEKAYON JAYA BEKASI,-6.25262,106.990604,BCA,,
BEAU PONDOK UNGU CRM 1 PONDOK UNGU PERMAI BLOK C-1/8 RT 02 RW 10 KEL KALI,-6.1763118,107.0006396,BCA,,
"ALFAMART RAWA BUGEL II BEKASI CRM 1 JL RAWA BUGEL RT 6/3, MARGAMULYA, BEKASI UTARA, BE",-6.222174,106.998772,BCA,,
ALFAMIDI RUKO SWATANTRA CRM 1 JL SWATANTRA NO 3A B C JATIASIH BEKASI,-6.295779,106.968129,BCA,,
"GIANT MEGA MALL BEKASI JL. JEND. A. YANI, BEKASI",-6.246838,106.992801,BCA,,
"PASAR MODERN BSD CITY CRM 1 JL LETNAN SOETOPO SEKTOR I-1, DESA RAWA MEKAR JAYA",-6.305038,106.684534,BCA,,
"PASAR MODERN BSD CITY CRM 2 JL LETNAN SOETOPO SEKTOR I-1, DESA RAWA MEKAR JAYA",-6.305038,106.684534,BCA,,
ALFAMART PONDOK UNGU III JL RAYA PONDOK UNGU PERMAI BAHAGIA BEKASI,-6.176562,107.000966,BCA,,
PADANG GOLF MODERN JL MODERN GOLF RAYA PERUM KOTA MODERN TGR,-6.1974813,106.6440038,BCA,,
"APARTEMEN THE SPRINGLAKE SUMMARECON CRM 1 JL BULEVAR AHMAD YANI, KEL MARGA MULYA, KEC BEKASI UTARA, BEKASI",-6.222379,106.999072,BCA,,
RUMAH SAKIT GRAHA PERMATA IBU JL. KH M USMAN NO. 168 KUKUSAN DEPOK,-6.370624,106.814223,BCA,,
"INDOMARET SURYA KENCANA 1 TANGERANG JL. SURYA KENCANA PAMULANG, TANGERANG",-6.347953,106.735224,BCA,,
"INDOMARET SURYA KENCANA 1 TANGERANG 2 JL SURYA KENCANA PAMULANG, TANGERANG",-6.347953,106.735224,BCA,,
"INTERMARK BSD 1 [MF] INTERMARK, JL LINGKAR TIMUR RT/RW 03/09 BSD",-6.3100665,106.6882105,BCA,,
"UNIVERSITAS BINUS BEKASI 1 JL BULEVAR AHMAD YANI, SUMMARECON BEKASI, MARGA MULYA, BEKASI",-6.2195,106.9998,BCA,,
ALFAMIDI CIATER RAYA CRM 1 JL CIATER RY ( BSD RAYA ) TANGSEL,-6.311497,106.689418,BCA,,
ALFAMIDI CIATER RAYA CRM 2 JL CIATER RY ( BSD RAYA ) TANGSEL,-6.311497,106.689418,BCA,,
ALFAMART MUNJUL JL CILANGKAP BARU NO 1 KEL PONDOK RANGON KEC CIRACAS JAKARTA TIMUR,-6.352,106.9032,BCA,,
ALFAMART MUNJUL 2 JL CILANGKAP BARU NO 1 KEL PONDOK RANGON KEC CIRACAS JAKARTA TIMUR,-6.352,106.9032,BCA,,
ALFAMART DR SETIABUDI III TANGSEL CRM 1 JL DR SETIABUDI NO 100 RT 02/04 KEL PAMULANG BARAT,-6.348915,106.736315,BCA,,
"GIANT PAMULANG SQUARE CRM 1 JL SILIWANGI RAYA, PAMULANG SQUARE, TANGERANG SELATAN",-6.3424,106.7254,BCA,,
LIVING PLAZA AHMAD YANI BEKASI CRM 1 JL AHMAD YANI BEKASI KEL PEKAYON JAYA KEC BEKASI S,-6.25092,106.99215,BCA,,
"GIANT PAMULANG SQUARE CRM 2 JL SILIWANGI RAYA, PAMULANG SQUARE, TANGERANG SELA",-6.34264,106.72564,BCA,,
"GIANT PAMULANG SQUARE CRM 3 JL SILIWANGI RAYA, PAMULANG SQUARE, TANGERANG SELA",-6.34264,106.72564,BCA,,
"FAKULTAS KESEHATAN MASYARAKAT UI CRM 1 GEDUNG A KAMPUS BARU UI, DEPOK",-6.371167,106.828693,BCA,,
SPBU 34-17474 SWATANTRA CRM 3 JL SWATANTRA RAYA JATIASIH KOTA BEKASI,-6.2966,106.9685,BCA,,
SPBU 34-17474 SWATANTRA CRM 4 JL SWATANTRA RAYA JATIASIH KOTA BEKASI,-6.2966,106.9685,BCA,,
SPBU 34-17474 SWATANTRA CRM 1 JL SWATANTRA RAYA JATIASIH KOTA BEKASI,-6.2966,106.9685,BCA,,
SPBU 34-17474 SWATANTRA CRM 2 JL SWATANTRA RAYA JATIASIH KOTA BEKASI,-6.2966,106.9685,BCA,,
ALFAMIDI GOLDEN BOULEVARD SERPONG CRM 1 JL RUKO GOLDEN BOULEVARD BLOK V/10 TANGSEL,-6.276852,106.664734,BCA,,
ALFAMIDI GOLDEN BOULEVARD SERPONG CRM 2 JL RUKO GOLDEN BOULEVARD BLOK V/10 TANGSEL,-6.276852,106.664734,BCA,,
RS OMNI INTERNASIONAL ALAM SUTERA ALAM SUTERA - SERPONG,-6.2452,106.6514,BCA,,
BANDARA S/H TERM 3 DOMESTIK KEBERANGKATAN 1 (ULTIMATE) BANDARA INTERNASIONAL SOEKARNO HATTA TGR,-6.130618,106.653957,BCA,,
"SUPERINDO EXPRESS RENI JAYA JL DR SETIABUDI, PAMULANG BARAT, TANGERANG SELATAN",-6.348716,106.735367,BCA,,
"CARREFOUR EXPRESS PAMULANG JL RAYA PAMULANG 1KECPAMULANG, KAB. TGRBANTEN",-6.3427,106.7252,BCA,,
"EBC MEGA BEKASI HYPERMALL CRM 2 AREA FOOD COURT 1 LANTAI 2, JL JEND A YANI NO 1 BEKASI",-6.249437,106.99306,BCA,,
"EBC MEGA BEKASI HYPERMALL CRM 3 AREA FOOD COURT 1 LANTAI 2, JL JEND A YANI NO 1 BEKASI",-6.249437,106.99306,BCA,,
"EBC MEGA BEKASI HYPERMALL CRM 4 AREA FOOD COURT 1 LANTAI 2, JL JEND A YANI NO 1 BEKASI",-6.249437,106.99306,BCA,,
"EBC MEGA BEKASI HYPERMALL CRM 5 AREA FOOD COURT 1 LANTAI 2, JL JEND A YANI NO 1 BEKASI",-6.249437,106.99306,BCA,,
"EBC MEGA BEKASI HYPERMALL CRM 6 AREA FOOD COURT 1 LANTAI 2, JL JEND A YANI NO 1 BEKASI",-6.249437,106.99306,BCA,,
"EBC MEGA BEKASI HYPERMALL CRM 7 AREA FOOD COURT 1 LANTAI 2, JL JEND A YANI NO 1 BEKASI",-6.249437,106.99306,BCA,,
"EBC MEGA BEKASI HYPERMALL CRM 8 AREA FOOD COURT 1 LANTAI 2, JL JEND A YANI NO 1 BEKASI",-6.249437,106.99306,BCA,,
RS MEDIKA BSD CRM 1 JL LETNAN SOETOPO KAV KOM III A N 7 BSD TGR,-6.283759,106.66834,BCA,,
"EBC MEGA BEKASI HYPERMALL CRM 1 AREA FOOD COURT 1 LANTAI 2, JL JEND A YANI NO 1 BEKASI",-6.249437,106.993069,BCA,,
"NAGA SWALAYAN PEKAYON JL. RAYA PEKAYON NO. 29, BEKASI SELATAN",-6.264705,106.987265,BCA,,
LOTTEMART ALAM SUTERA JL LINGKAR LUAR SELATAN KAV5 JL SERPONG RAYA,-6.2469,106.6515,BCA,,
"INDOMARET PONDOK UNGU NO 12 - 14 1 JL KENANGA FF BLOK DD5 NO 4, KALIABANG TENGAH, KEC BEKASI UTARA,BEKASI",-6.1797538,107.0023865,BCA,,
ALFAMART WINATAHARJA JL WITANAHARJA NOD35 PAMULANG BARAT TANGERANG,-6.346412,106.729951,BCA,,
"ALFAMART MUCHTAR TABRANI IV CRM 1 JL MUCHTAR TABRANI RT01/06, PERWIRA, BEKASI UTARA,",-6.203669,107.002793,BCA,,
"INDOMARET PURI PAMULANG RUKO PURI PAMULANG, JL RAYA SILIWANGI, TANGERANG SELATAN",-6.342631,106.723623,BCA,,
"FAMILYMART KUBIKAHOMY KOMPLEK EDU TOWN BSD, JL EDU TOWN KAV. DORMITORY LOT B8, PAGEDANG AN, TANGERANG, BANTEN",-6.28408,106.66762,BCA,,
33 COFFEE SHOP DAN RESTO CRM 1 JL RY TANAH BARU NO 12 TANAH BARU BEJI DEPOK,-6.371859,106.808824,BCA,,
DEPOK TOWN SQUARE JL MARGONDA RAYA NO 1 PONDOK BEJI DEPOK,-6.3722,106.8331,BCA,,
MARGO CITY CRM 2 MARGO CITY UNIT GF 11 JL MARGONDA RAYA NO 358 DEPOK,-6.37213,106.834663,BCA,,
MARGO CITY CRM 3 MARGO CITY UNIT GF 11 JL MARGONDA RAYA NO 358 DEPOK,-6.37213,106.834663,BCA,,
MARGO CITY CRM 1 MARGO CITY UNIT GF 11 JL MARGONDA RAYA NO 358 DEPOK,-6.37213,106.834663,BCA,,
"MARGO CITY CRM 5 JL MARGONDA RAYA, DEPOK",-6.37213,106.834663,BCA,,
"INDOMARET PERJUANGAN III JL RAYA PERJUANGAN NO 2A RT001/RW001 KEL MARGAHAYU KEC BEKASI, BEKASI",-6.2346872,106.9982996,BCA,,
SPBU 34-17140 KALIABANG BEKASI JL RAYAKALIABANGNANGKA NO77PERWIRABEKASIUTARA,-6.20376,107.003149,BCA,,
BANDARA S/H TERM 3 KEDATANGAN INTERNASIONAL 1 BANDARA INTERNASIONAL SOEKARNO HATTA TGR,-6.130572,106.652687,BCA,,
"DEPO BANGUNAN TANGERANG CRM JL RAYA SERPONG KM 2, TANGERANG 15325",-6.2404,106.6487,BCA,,
ALFAMART SUDIRMAN BABAKAN JL JEND SUDIRMAN ( BY PASS ) KEL BABAKAN TGR,-6.189586,106.64201,BCA,,
DEPOK TOWN SQUARE 3 JL MARGONDA RAYA NO 1 PONDOK BEJI DEPOK,-6.3725,106.8304,BCA,,
SPBU 34-15146 KARANG ANYAR JL PEMBANGUNAN III RT 001/003 TANGERANG,-6.1617,106.6445,BCA,,
"ALFAMART MELATI RAYA CRM 1 JL JANUR HUJAU I AA- 06/01 GDG SERPONG, TGR",-6.268592,106.659108,BCA,,
"ALFAMIDI RAYA GANDUL CRM 1 JL RAYA GANDUL RT 023/006, GANDUL, LIMO, DEPOK",-6.366378,106.775494,BCA,,
"ALFAMART VETERAN RAYA 2 JL VETERAN RAYA BLOK D13 RT 005/RW 008 KEL SUKASARI KEC TANGERANG, KOTA TANGERANG",-6.185299,106.642081,BCA,,
"MAYAPADA HOSPITAL TANGERANG JL. HONORIS RAYA PERUM MODERNLAND , TANGERANG",-6.204853,106.642408,BCA,,
"ALFAMART MELATI RAYA 2 JL JANUR HUJAU I AA- 06/01 GDG SERPONG, TGR",-6.2685,106.659,BCA,,
DEPOK TOWN SQUARE 2 JL MARGONDA RAYA NO 1 PONDOK BEJI DEPOK,-6.3726,106.8308,BCA,,
ALFAMART PAHLAWAN SERIBU II CRM 1 JL RAYA SERPONG PAHLAWAN SERIBU TANGSEL,-6.284175,106.667168,BCA,,
ALFAMART LIMO RAYA CRM 1 JL LIMO RAYA RT 06/01 DEPOK,-6.366439,106.774972,BCA,,
"ALFAMART RAWA BUNTU UTARA TANGSEL CRM 1 JL RAWA BUNTU UTARA NO A11, RAWA BUNTU, SERPONG, T",-6.3035282,106.6802381,BCA,,
ALFAMART JATILUHUR BEKASI CRM 1 JL WIBAWA MUKTI RAYA 2 JATIASIH BEKASI,-6.317429,106.953346,BCA,,
"INDOMARET SUMARECON (TTKI), BEKASI CRM 1 JL BOULEVARD SUMARECON MARGAMULYA BEKASI",-6.2290811,107.0000999,BCA,,
"MARGO CITY CRM 4 JL MARGONDA RAYA, DEPOK",-6.37276,106.834824,BCA,,
ALFAMART MENCENG RAYA III JL RAYA MENCENG BLOK B 8 RT 05 RW 11 KEL TEGAL ALUR KEC KALIDERES JAKARTA BARATE,-6.37276,106.834824,BCA,,
"ALFAMART SEGARA MAKMUR BEKASI JL PERUM BALI INDAH RT 1/18, SEGARA MAKMUR, TARUMAJAYA, BEKASI",-6.1249,106.9914,BCA,,
BSD PLAZA CRM 3 BUMI SERPONG DAMAI SEKTOR IV TANGSEL,-6.2787,106.6636,BCA,,
BSD PLAZA CRM 4 BUMI SERPONG DAMAI SEKTOR IV TANGSEL,-6.2787,106.6636,BCA,,
BSD PLAZA CRM 5 BUMI SERPONG DAMAI SEKTOR IV TANGSEL,-6.2787,106.6636,BCA,,
BSD PLAZA CRM 1 BUMI SERPONG DAMAI SEKTOR IV TANGSEL,-6.2787,106.6636,BCA,,
BSD PLAZA CRM 2 BUMI SERPONG DAMAI SEKTOR IV TANGSEL,-6.2787,106.6636,BCA,,
ALFAMIDI PEMBANGUNAN TANGERANG JL PEMBANGUNAN3RT005/RW05KEL KARANGSARI TGR,-6.1621,106.6438,BCA,,
"ALFAMART SUMMARECON BEKASI CRM 1 RUKO SINPASA SUMMARECON BLOK SA 28,29, KEL MARGAMU",-6.22891,107.000405,BCA,,
INDOMARET MULTI GUNA KOMP MULTI GUNA BLOK B NO 1 TANGSEL,-6.2356,106.6466,BCA,,
"INDOMARET HYBRID KEMANG RAYA BEKASI CRM 1 JL NIAGA RAYA BLOK P NO 22-22B RT01/21RW LUMBU, BE",-6.27027,106.986565,BCA,,
"ALFAMART PONDOK DUTA II CRM 1 JL RAYA PONDOK DUTA, RT06/RW11, TUGU, CIMANGGIS, D",-6.372341,106.844083,BCA,,
SPBU COCO 31.153.03 ALAM SUTERA JL RAYA SERPONG ALAM SUTERA KEL PAKULONAN KEC SERPONG UTARA TANGERANG SELATAN,-6.2456,106.6492,BCA,,
EBC SUMMARECON MALL BEKASI CRM 1 UNIT GF 138-A SUMMARECON MALL BEKASI,-6.226822,107.001161,BCA,,
EBC SUMMARECON MALL BEKASI CRM 2 UNIT GF 138-A SUMMARECON MALL BEKASI,-6.226822,107.001161,BCA,,
EBC SUMMARECON MALL BEKASI CRM 3 UNIT GF 138-A SUMMARECON MALL BEKASI,-6.226822,107.001161,BCA,,
EBC SUMMARECON MALL BEKASI CRM 4 UNIT GF 138-A SUMMARECON MALL BEKASI,-6.226822,107.001161,BCA,,
EBC SUMMARECON MALL BEKASI CRM 5 UNIT GF 138-A SUMMARECON MALL BEKASI,-6.226822,107.001161,BCA,,
EBC SUMMARECON MALL BEKASI CRM 6 UNIT GF 138-A SUMMARECON MALL BEKASI,-6.226822,107.001161,BCA,,
EBC SUMMARECON MALL BEKASI CRM 7 UNIT GF 138-A SUMMARECON MALL BEKASI,-6.226822,107.001161,BCA,,
EBC SUMMARECON MALL BEKASI CRM 8 UNIT GF 138-A SUMMARECON MALL BEKASI,-6.226822,107.001161,BCA,,
"ALFAMIDI SUPER CINERE LIMO CRM JL LIMO RAYA RT06 RW01, LIMO, LIMO, DEPOK",-6.3672,106.7748,BCA,,
SPBU COCO KOTA MODERN PERUMKOTAMODERNJL HARTONORYBLOKKOMERSIALE2TGR,-6.2067,106.6414,BCA,,
"LOTTEMART BEKASI II JL. AHMAD YANI, MARGAJAYA, BEKASI",-6.256654,106.992866,BCA,,
"ALFAMART PARAKAN WELLINGTON CRM 1 RUKO WELLINGTON RA NO 1-2, JL INPRES PAMULANG II B",-6.336335,106.712038,BCA,,
"RS CITRA ARAFIQ MEDIKA CRM 1 JL KELAPA DUA RAYA, DEPOK JAWA BARAT",-6.3727117,106.8438831,BCA,,
"ALFAMART SERPONG RAYA VI CRM JL RAYA SERPONG KM 8, KEC SERPONG UTARA, TGR",-6.2405,106.6473,BCA,,
"INDOMARET KH USMAN DEPOK CRM 1 JL RAYA KUKUSAN NO. 193, KUKUSAN, BEJI, DEPOK",-6.373759,106.813477,BCA,,
MALL WTC MATAHARI CRM 3 JL RAYA SERPONG NO 39 TANGERANG,-6.2652,106.6561,BCA,,
MALL WTC MATAHARI CRM 4 JL RAYA SERPONG NO 39 TANGERANG,-6.2652,106.6561,BCA,,
MALL WTC MATAHARI CRM 1 JL RAYA SERPONG NO 39 TANGERANG,-6.2652,106.6561,BCA,,
MALL WTC MATAHARI CRM 2 JL RAYA SERPONG NO 39 TANGERANG,-6.2652,106.6561,BCA,,
STASIUN RAILINK BANDARA SOEKARNO HATTA STASIUN BANDARA SOEKARNO HATTA,-6.1274,106.6523,BCA,,
"STASIUN KAI BEKASI JL IR H JUANDA NO 1, BEKASI",-6.2364,106.9995,BCA,,
"ALFAMIDI KEMANG PRATAMA CRM JL KEMANG PRATAMA RAYA BLOK A NO 3, RT 01/11, KEL SEPANJANG JAYA, KEC RAWA LUMBU, BEKASI",-6.2704,106.9874,BCA,,
ALFAMART KEMIRI RAYA CRM 1 JL KOMP TAMAN PDK CABE BLOK C9 NO 06 TANGSEL,-6.359646,106.751221,BCA,,
"CINEMA MALL JATIASIH CRM 1 JL PARPOSTEL RT 003 / RW 002, KEL JATILUHUR, KEC J",-6.3144743,106.9578866,BCA,,
DAN DAN PONDOK DUTA CRM 1 JL METRO DUTA RAYA SUKMAJAYA DEPOK,-6.3724,106.849208,BCA,,
DAN DAN PONDOK DUTA CRM 2 JL METRO DUTA RAYA SUKMAJAYA DEPOK,-6.3724,106.849208,BCA,,
ALFAMART RAYA SERPONG X CRM JL RAYA SERPONG NO 10 RT 10/06 KEL PAKULONAN KEC S,-6.25279,106.65076,BCA,,
INDOMARET SILIWANGI RAYA II TANGSEL CRM 1 JL RAYA SILIWANGI NO 9 PAMULANG - PAMULANG - TANGS,-6.3439336,106.7218604,BCA,,
"RAYA SERPONG CRM 1 KOMPLEK SERPONG MAS BLOK A-I/1 PAKULANAN, SERPONG, TANGERANG SELATAN",-6.23933,106.64656,BCA,,
"RAYA SERPONG CRM 2 KOMPLEK SERPONG MAS BLOK A-I/1 PAKULANAN, SERPONG, TANGERANG SELATAN",-6.23933,106.64656,BCA,,
INDOMARET PONDOK DUTA RAYA DEPOK CRM JL RYPONDOKRAYA KPSUGUTAMA RT002/028 KEL BAKTIJAYA,-6.3722,106.8513,BCA,,
"RS TARUMAJAYA BEKASI 1 JL TARUMAJAYA RAYA NO 1B PANTAI MAKMUR, TARUMAJAYA BEKASI",-6.1235,106.9923,BCA,,
SPBU COCO 31-16401 MARGONDA CRM JL RAYA MARGONDA PONDOK CINA DEPOK,-6.3743087,106.8328511,BCA,,
INDOMARET WIBAWA MUKTI CRM 1 JL WIBAWAMUKTI RT03/RW05JTLUHUR JTASIHBKSI,-6.325891,106.94698,BCA,,
INDOMARET WIBAWA MUKTI CRM 2 JL WIBAWAMUKTI RT03/RW05JTLUHUR JTASIHBKSI,-6.325891,106.94698,BCA,,
"GIANT MARGO CITY CRM 1 JL. MARGONDA RAYA, DEPOK",-6.374264,106.834214,BCA,,
"RS PUTRA DALIMA CRM 1 SEKTOR 1-2 BLOK AA/27 BSD CITYPONG, TANGERANG",-6.305397,106.679593,BCA,,
ALFAMART GRIYA LOKA RAYA CRM 1 JL GRIYA LOKA RAYA TANGERANG SELATAN,-6.305397,106.679593,BCA,,
ALFAMART BSD BARU CRM 1 JL RUKO BSD SEKTOR 1-3 BLOK C NO 1 TANGSEL,-6.305961,106.680017,BCA,,
"ALFAMIDI SURYA KENCANA JL SURYA KENCANA, PAMULANG BARAT, TANGSEL",-6.3508703,106.7323786,BCA,,
KLINIK & RB CAHAYA AMALIA 2 JL KH MUKTAR TABRANI NO 3-5 BEKASI,-6.221576,107.003303,BCA,,
KLINIK & RB CAHAYA AMALIA 1 JL KH MUKTAR TABRANI NO 3-5 BEKASI,-6.221576,107.003303,BCA,,
ALFAMART RAYA SERPONG VII CRM 1 JL RAYA SERPONG RT 09/08 TANGERANG SELATAN,-6.256069,106.651493,BCA,,
"ALFAMART RAYA SERPONG PAKULONAN II TANGSEL JL RAYA SERPONG PAKULONAN NO 78, PAKULONAN, SERPONG UTARA, TANGERANG SELATAN",-6.2528,106.6503,BCA,,
"ALFAMART KEMIRI CRM 1 JL KEMIRI RAYA NO 7 RT 03/04, PONDOK CABE, TANGSEL",-6.359332,106.74904,BCA,,
CERIAMART BUKIT CENGKEH DEPOK CRM 1 JL RY PONDOK DUTA NO5 RT10 RW08 KEL TUGU KEC CIMAN,-6.372327,106.853406,BCA,,
INDOMARET RADEN SANIM DEPOK CRM 1 JL RADEN SANIM RT009 RW11-TANAH BARU DEPOK,-6.37365,106.801086,BCA,,
GIANT CIMANGGIS CRM 2 JL RAYA JAKARTA BOGOR KM 31 DEPOK,-6.3709,106.8611,BCA,,
GIANT CIMANGGIS CRM 3 JL RAYA JAKARTA BOGOR KM 31 DEPOK,-6.3709,106.8611,BCA,,
GIANT CIMANGGIS CRM 1 JL RAYA JAKARTA BOGOR KM 31 DEPOK,-6.3709,106.8611,BCA,,
INDOMARET GOLDEN BOULEVARD SERPONG CRM 1 JL P SERIBU RK GOLDEN BLV BLK K 10-11 TANGSEL,-6.275086,106.659738,BCA,,
ALFAMART RAYA SERPONG KM 7 CRM 1 JL RAYA SERPONG NO 5 RT 01/05 KEL PAKUALAM KEC SER,-6.236503,106.645188,BCA,,
RSIA BUAH HATI PAMULANG JL RAYA SILIWANGI NO 189 PAMULANG,-6.344024,106.720852,BCA,,
"ALFAMART RAYA SERPONG KM 8 TANGSEL CRM 1 JL RAYA SERPONG NO 93 A/B, PONDOK JAGUNG, SERPONG",-6.2636798,106.654285,BCA,,
"ALFAMART RAYA SERPONG V JL RAYA SERPONG KM 1,8 RT 01/RW 01 PDK JAGUNG",-6.264,106.6544,BCA,,
INDOMARET VILLA DAGO SILIWANGI 2 VILLA DAGO BLOK AB 15 & 17 TANGERANG SELATAN,-6.343719,106.72021,BCA,,
INDOMARET VILLA DAGO SILIWANGI VILLA DAGO BLOK AB 15 & 17 TANGERANG SELATAN,-6.343719,106.72021,BCA,,
SPBU BENZINE 34-15426 CIPUTAT CRM JL LAKS RE MARTADINATA CIPUTAT TANGSEL,-6.256131,106.651139,BCA,,
ALFAMIDI MODERNLAND TGR JL HARTONO RUKO KOTA MODERN WALK 51-53 TGR,-6.2003,106.6396,BCA,,
ALFAMIDI MODERNLAND TGR 2 JL HARTONO RUKO KOTA MODERN WALK 51-53 TGR,-6.2003,106.6396,BCA,,
OCEAN PARK JL. PAHLAWAN SERIBU TANGERANG 15322,-6.2925,106.6694,BCA,,
ALFAMART RIDWAN RAIS III CRM 1 JL RIDWAN RAIS NO 110 BEJI TIMUR BEJI DEPOK,-6.375344,106.82495,BCA,,
INDOMARET SERPONG PONDOK JAGUNG CRM 1 JL RY SERPONG PERIANG PDK JAGUNG TANGSEL,-6.260904,106.652775,BCA,,
DAN DAN VILLA DAGO CRM 1 VILLA DAGO RAYA BLOK A NO 3 - 3A RT 08/02 BENDA BA,-6.3431992,106.718988,BCA,,
ALFAMART PONDOK GEDE PERMAI CRM 1 JL PONDOK GEDE PERMAI B08/30 BEKASI,-6.301809,106.96983,BCA,,
ALFAMART SILIWANGI II CRM 1 JL SILIWANGI RAYA 47 RT 01/04 KEL PD BENDA KEC PAM,-6.344448,106.720672,BCA,,
"ALFAMART RAYA SANIM II CRM 1 JL. RADEN SANIM RT04/11, KEL TANAH BARU, KEC BEJI,",-6.3743319,106.8013983,BCA,,
ALFAMART PAHLAWAN SERIBU BSD CRM 1 JL PAHLAWAN SERIBU NO 2A TANGSEL,-6.2869,106.66555,BCA,,
"ALFAMART PRAMUKA BEKASI CRM 1 JL RAYA PRAMUKA NO 5 RT 5/6, BEKASI SELATAN, BEKAS",-6.237917,107.000687,BCA,,
BANDARA S/H TERM D KEDATANGAN BANDARA SOEKARNO HATTA TERM D - TANGERANG,-6.122291,106.652578,BCA,,
INDOMARET PONDOK RANGON RAYA JL RAYA PONDOK RANGON CIPAYUNG  JAKARTA TIMUR,-6.353,106.9113,BCA,,
BANDARA S/H TERM3KEBERANGKATANINTERNATIONAL 1 BANDARA INTERNASIONAL SOEKARNO HATTA TGR,-6.122348,106.652419,BCA,,
